index,time_s,x_px,y_px,radius_px,found,mm_per_px,x_mm,y_mm,frame_file
298,49.666667,913.500,556.905,186.186,1,0.126218,0.189,-0.774,frame12_0299.jpg
299,49.833333,922.500,545.659,186.140,1,0.126249,1.326,-2.194,frame12_0300.jpg
300,50.000000,916.000,545.927,186.132,1,0.126254,0.505,-2.160,frame12_0301.jpg
301,50.166667,914.500,557.463,187.429,1,0.125381,0.313,-0.699,frame12_0302.jpg
302,50.333333,917.000,567.947,187.364,1,0.125424,0.627,0.616,frame12_0303.jpg
303,50.500000,915.000,560.110,187.320,1,0.125454,0.376,-0.367,frame12_0304.jpg
304,50.666667,905.500,547.000,187.799,1,0.125134,-0.813,-2.007,frame12_0305.jpg
305,50.833333,911.000,543.453,186.979,1,0.125683,-0.126,-2.462,frame12_0306.jpg
306,51.000000,907.000,549.566,188.852,1,0.124436,-0.622,-1.676,frame12_0307.jpg
307,51.166667,909.000,557.195,187.363,1,0.125425,-0.376,-0.733,frame12_0308.jpg
308,51.333333,902.000,565.941,190.187,1,0.123562,-1.236,0.359,frame12_0309.jpg
309,51.500000,894.500,564.405,189.130,1,0.124253,-2.174,0.170,frame12_0310.jpg
310,51.666667,896.500,550.607,187.703,1,0.125198,-1.941,-1.556,frame12_0311.jpg
311,51.833333,900.609,546.485,184.443,1,0.127411,-1.451,-2.109,frame12_0312.jpg
312,52.000000,899.500,558.204,187.400,1,0.125400,-1.568,-0.606,frame12_0313.jpg
313,52.166667,902.500,566.436,186.293,1,0.126145,-1.198,0.429,frame12_0314.jpg
314,52.333333,898.500,562.027,185.481,1,0.126698,-1.710,-0.128,frame12_0315.jpg
315,52.500000,895.000,556.768,187.714,1,0.125191,-2.128,-0.785,frame12_0316.jpg
316,52.666667,897.500,561.570,188.864,1,0.124428,-1.804,-0.183,frame12_0317.jpg
317,52.833333,902.000,567.117,187.998,1,0.125001,-1.250,0.510,frame12_0318.jpg
318,53.000000,903.500,552.213,187.386,1,0.125410,-1.066,-1.358,frame12_0319.jpg
319,53.166667,903.000,547.000,188.534,1,0.124646,-1.122,-1.999,frame12_0320.jpg
320,53.333333,898.000,551.390,187.295,1,0.125471,-1.757,-1.461,frame12_0321.jpg
321,53.500000,903.000,555.683,187.479,1,0.125347,-1.128,-0.922,frame12_0322.jpg
322,53.666667,904.500,562.427,190.668,1,0.123251,-0.924,-0.075,frame12_0323.jpg
323,53.833333,901.500,566.101,191.040,1,0.123011,-1.292,0.377,frame12_0324.jpg
324,54.000000,900.000,558.188,188.286,1,0.124810,-1.498,-0.605,frame12_0325.jpg
325,54.166667,890.000,547.819,186.840,1,0.125776,-2.767,-1.914,frame12_0326.jpg
326,54.333333,886.500,554.869,187.321,1,0.125453,-3.199,-1.025,frame12_0327.jpg
327,54.500000,880.500,567.232,189.530,1,0.123991,-3.906,0.520,frame12_0328.jpg
328,54.666667,879.500,567.713,190.477,1,0.123375,-4.010,0.577,frame12_0329.jpg
329,54.833333,883.000,563.000,186.816,1,0.125793,-3.648,-0.005,frame12_0330.jpg
330,55.000000,896.500,556.817,189.110,1,0.124266,-1.926,-0.773,frame12_0331.jpg
331,55.166667,906.000,559.127,189.899,1,0.123750,-0.743,-0.484,frame12_0332.jpg
332,55.333333,917.500,563.180,190.712,1,0.123222,0.678,0.017,frame12_0333.jpg
333,55.500000,916.000,563.390,187.736,1,0.125176,0.501,0.044,frame12_0334.jpg
334,55.666667,900.000,554.038,185.575,1,0.126633,-1.520,-1.140,frame12_0335.jpg
335,55.833333,901.000,547.000,184.719,1,0.127220,-1.399,-2.040,frame12_0336.jpg
336,56.000000,893.000,552.416,189.098,1,0.124275,-2.361,-1.320,frame12_0337.jpg
337,56.166667,891.500,568.631,189.787,1,0.123823,-2.538,0.693,frame12_0338.jpg
338,56.333333,883.000,569.678,191.345,1,0.122815,-3.562,0.816,frame12_0339.jpg
339,56.500000,874.500,550.253,190.646,1,0.123265,-4.622,-1.576,frame12_0340.jpg
340,56.666667,870.500,544.241,187.400,1,0.125400,-5.204,-2.357,frame12_0341.jpg
341,56.833333,863.000,554.431,191.347,1,0.122813,-6.018,-1.057,frame12_0342.jpg
342,57.000000,858.000,565.319,194.587,1,0.120769,-6.522,0.275,frame12_0343.jpg
343,57.166667,861.000,563.622,191.962,1,0.122420,-6.243,0.071,frame12_0344.jpg
344,57.333333,873.500,557.793,187.736,1,0.125176,-4.819,-0.657,frame12_0345.jpg
345,57.500000,886.500,561.543,185.278,1,0.126837,-3.234,-0.190,frame12_0346.jpg
346,57.666667,896.500,566.451,185.652,1,0.126581,-1.962,0.432,frame12_0347.jpg
347,57.833333,900.000,563.017,182.030,1,0.129099,-1.549,-0.003,frame12_0348.jpg
348,58.000000,900.500,547.000,181.390,1,0.129555,-1.490,-2.078,frame12_0349.jpg
349,58.166667,902.500,540.192,181.884,1,0.129204,-1.227,-2.952,frame12_0350.jpg
350,58.333333,915.000,565.439,184.889,1,0.127103,0.381,0.305,frame12_0351.jpg
351,58.500000,904.000,547.000,186.593,1,0.125942,-1.008,-2.020,frame12_0352.jpg
352,58.666667,920.000,565.274,187.510,1,0.125327,1.003,0.280,frame12_0353.jpg
353,58.833333,902.000,565.049,185.197,1,0.126892,-1.269,0.255,frame12_0354.jpg
354,59.000000,903.500,558.750,190.500,1,0.123359,-1.049,-0.529,frame12_0355.jpg
355,59.166667,891.000,558.134,185.454,1,0.126716,-2.661,-0.621,frame12_0356.jpg
356,59.333333,905.000,547.000,189.029,1,0.124319,-0.870,-1.994,frame12_0357.jpg
357,59.500000,867.500,547.000,186.355,1,0.126103,-5.612,-2.022,frame12_0358.jpg
358,59.666667,874.500,556.155,188.502,1,0.124667,-4.675,-0.858,frame12_0359.jpg
359,59.833333,892.000,568.130,189.834,1,0.123792,-2.476,0.630,frame12_0360.jpg
360,60.000000,898.500,560.582,185.466,1,0.126708,-1.711,-0.311,frame12_0361.jpg
361,60.166667,887.000,552.474,185.328,1,0.126802,-3.170,-1.340,frame12_0362.jpg
362,60.333333,919.000,547.000,188.043,1,0.124972,0.875,-2.004,frame12_0363.jpg
363,60.500000,913.500,566.271,185.792,1,0.126486,0.190,0.409,frame12_0364.jpg
364,60.666667,892.500,570.854,190.817,1,0.123154,-2.402,0.963,frame12_0365.jpg
365,60.833333,921.000,557.096,188.017,1,0.124989,1.125,-0.743,frame12_0366.jpg
366,61.000000,892.000,549.195,187.128,1,0.125583,-2.512,-1.738,frame12_0367.jpg
367,61.166667,914.500,548.418,188.556,1,0.124632,0.312,-1.822,frame12_0368.jpg
368,61.333333,910.500,553.476,186.853,1,0.125767,-0.189,-1.203,frame12_0369.jpg
369,61.500000,909.500,550.933,185.375,1,0.126770,-0.317,-1.535,frame12_0370.jpg
